coalition_id,members,size,mean_value,std_value,runs,notes
185,"('0', '1', '3', '6')",4,0.5183621333615654,0.05903840905441658,20,scenario=levinthal1997;N=10;K=3;trials=20
186,"('0', '1', '3', '7')",4,0.5042259030213875,0.015409247827336825,20,scenario=levinthal1997;N=10;K=3;trials=20
187,"('0', '1', '3', '8')",4,0.5281546529855901,0.00280467669787522,20,scenario=levinthal1997;N=10;K=3;trials=20
188,"('0', '1', '3', '9')",4,0.5031204263937517,0.043507908556235146,20,scenario=levinthal1997;N=10;K=3;trials=20
189,"('0', '1', '4', '5')",4,0.5142673869299674,0.042584867831609176,20,scenario=levinthal1997;N=10;K=3;trials=20
190,"('0', '1', '4', '6')",4,0.5524479747216601,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
191,"('0', '1', '4', '7')",4,0.5196351508487244,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
192,"('0', '1', '4', '8')",4,0.5041358751536745,0.02850655299578051,20,scenario=levinthal1997;N=10;K=3;trials=20
193,"('0', '1', '4', '9')",4,0.534185270077694,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
194,"('0', '1', '5', '6')",4,0.5731183666438378,0.025315956496341375,20,scenario=levinthal1997;N=10;K=3;trials=20
195,"('0', '1', '5', '7')",4,0.5179553820027559,0.0025658892955597546,20,scenario=levinthal1997;N=10;K=3;trials=20
196,"('0', '1', '5', '8')",4,0.5234012595002963,0.003934228942504953,20,scenario=levinthal1997;N=10;K=3;trials=20
197,"('0', '1', '5', '9')",4,0.6616906943660508,0.0,20,scenario=levinthal1997;N=10;K=3;trials=20
198,"('0', '1', '6', '7')",4,0.5570435823564969,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
199,"('0', '1', '6', '8')",4,0.6219231275822868,0.0,20,scenario=levinthal1997;N=10;K=3;trials=20
200,"('0', '1', '6', '9')",4,0.5524479747216601,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
201,"('0', '1', '7', '8')",4,0.5239702031541889,0.002167526152732346,20,scenario=levinthal1997;N=10;K=3;trials=20
202,"('0', '1', '7', '9')",4,0.5975864265846387,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
203,"('0', '1', '8', '9')",4,0.5439599062165745,0.00954276277235273,20,scenario=levinthal1997;N=10;K=3;trials=20
204,"('0', '2', '3', '4')",4,0.41600323042915005,0.01335373876238567,20,scenario=levinthal1997;N=10;K=3;trials=20
205,"('0', '2', '3', '5')",4,0.517575902251105,0.0,20,scenario=levinthal1997;N=10;K=3;trials=20
206,"('0', '2', '3', '6')",4,0.41610460928128135,0.0,20,scenario=levinthal1997;N=10;K=3;trials=20
207,"('0', '2', '3', '7')",4,0.4888166551940505,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
208,"('0', '2', '3', '8')",4,0.5249079410499966,0.010017553937505603,20,scenario=levinthal1997;N=10;K=3;trials=20
209,"('0', '2', '3', '9')",4,0.40375667510030333,0.04091788554915049,20,scenario=levinthal1997;N=10;K=3;trials=20
210,"('0', '2', '4', '5')",4,0.5518388810447961,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
211,"('0', '2', '4', '6')",4,0.43368869766352186,0.0,20,scenario=levinthal1997;N=10;K=3;trials=20
212,"('0', '2', '4', '7')",4,0.4400109810515702,0.005260188053331936,20,scenario=levinthal1997;N=10;K=3;trials=20
213,"('0', '2', '4', '8')",4,0.5941143110456192,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
214,"('0', '2', '4', '9')",4,0.43661816493121847,0.03696985756520324,20,scenario=levinthal1997;N=10;K=3;trials=20
215,"('0', '2', '5', '6')",4,0.44658300470512263,0.053451180936978315,20,scenario=levinthal1997;N=10;K=3;trials=20
216,"('0', '2', '5', '7')",4,0.4661294089171732,0.019676039524729322,20,scenario=levinthal1997;N=10;K=3;trials=20
217,"('0', '2', '5', '8')",4,0.4776964617858773,0.04480236654223937,20,scenario=levinthal1997;N=10;K=3;trials=20
218,"('0', '2', '5', '9')",4,0.5597734884050848,0.05427770228681139,20,scenario=levinthal1997;N=10;K=3;trials=20
219,"('0', '2', '6', '7')",4,0.44645336939244384,0.0,20,scenario=levinthal1997;N=10;K=3;trials=20
220,"('0', '2', '6', '8')",4,0.47410310236692493,0.0579439000569038,20,scenario=levinthal1997;N=10;K=3;trials=20
221,"('0', '2', '6', '9')",4,0.46315984234343005,5.551115123125783e-17,20,scenario=levinthal1997;N=10;K=3;trials=20
222,"('0', '2', '7', '8')",4,0.47700519902755956,0.03055182963511566,20,scenario=levinthal1997;N=10;K=3;trials=20
223,"('0', '2', '7', '9')",4,0.5354981652192323,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
224,"('0', '2', '8', '9')",4,0.5094926013518135,0.001580388482818478,20,scenario=levinthal1997;N=10;K=3;trials=20
225,"('0', '3', '4', '5')",4,0.5505471314582217,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
226,"('0', '3', '4', '6')",4,0.45050236617860834,5.551115123125783e-17,20,scenario=levinthal1997;N=10;K=3;trials=20
227,"('0', '3', '4', '7')",4,0.4888166551940505,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
228,"('0', '3', '4', '8')",4,0.5867486772263147,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
229,"('0', '3', '4', '9')",4,0.4432450409800535,0.022265661197179442,20,scenario=levinthal1997;N=10;K=3;trials=20
230,"('0', '3', '5', '6')",4,0.517575902251105,0.0,20,scenario=levinthal1997;N=10;K=3;trials=20
231,"('0', '3', '5', '7')",4,0.5046342410754304,0.014307544761207306,20,scenario=levinthal1997;N=10;K=3;trials=20
232,"('0', '3', '5', '8')",4,0.5234779565687043,0.006524966554591447,20,scenario=levinthal1997;N=10;K=3;trials=20
233,"('0', '3', '5', '9')",4,0.5626904941633517,0.04080768380261582,20,scenario=levinthal1997;N=10;K=3;trials=20
234,"('0', '3', '6', '7')",4,0.4888166551940505,1.1102230246251565e-16,20,scenario=levinthal1997;N=10;K=3;trials=20
